-1.185000000000000000e+02,3.375000000000000000e+01
-1.185545390666698751e+02,3.385722741894942089e+01
-1.193536156343477046e+02,3.380142593698518994e+01
-1.193366116853610208e+02,3.385388013098948790e+01
-1.210842332575742404e+02,3.436990474157976649e+01
-1.210762105851111414e+02,3.440600437323826100e+01
-1.209504164286049388e+02,3.482346655178237427e+01
-1.212293627840076482e+02,3.488711065949738810e+01
-1.211816126914616092e+02,3.523101709642011770e+01
-1.218001786439138669e+02,3.562530663555033783e+01
-1.220476952092856067e+02,3.574775963014764812e+01
-1.219688934422848803e+02,3.605239419938332190e+01
-1.223356518600885892e+02,3.624098838666886024e+01
-1.227525900481023768e+02,3.642910761940638054e+01
-1.226612514502427018e+02,3.688514900130790153e+01
-1.229076369492472054e+02,3.702379702662649663e+01
-1.227500000000000000e+02,3.775000000000000000e+01
